"id","question","expected_answer","answer_type","difficulty","course_scope","evidence_fields","is_unanswerable","retrieved_docs","context","answer","grounding_score","grounding_verdict","grounding_reason","unsupported_claims","relevance_score","relevance_verdict","relevance_reason","missing_points"
"q011","What teaching and learning methods are used in IKT460 Reinforcement Learning?","Combination of lectures, assignments, paper studies, lab work, report writing, and self-study. Tasks are done individually or in small groups of 2 students with group supervision.","descriptive","medium","IKT460","title, teaching_and_learning_methods","False","5","Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Learning Outcomes \n  \n . Be familiar with the exploration-exploitation trade-off. Be able to distinguish and grasp concepts such as model-based and model-free RL, Policy-based, and Value-based RL. Be able to use RL algorithms on practical problems. \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Contents \n  \n . The students will also learn the theoretical foundation of reinforcement learning and concepts used to improve the performance of reinforcement learning algorithms, including deep neural networks. The course adapts to the state-of-the-art literature and covers theoretical and practical topics of reinforcement learning research. These topics include: Fundamentals of reinforcement learning, including Markov decision processes, model/model-free RL, and function approximation \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Teaching And Learning Methods \n  \n Combination of lectures, assignments, paper studies, lab, report writing, and self-study. The tasks are done individually or in small groups of 2 students with group supervision. The workload for the average student is approximately 200 hours. \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Contents \n  \n . Multi-armed bandits, policy iteration, dynamic programming. Reinforcement learning architectures, including TD-learning, direct policy search, and deep reinforcement learning. Working end-to-end pipelines, including performance evaluation, policy loss, value loss, and entropy. \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Learning Outcomes \n  \n . In addition, the student should be able to identify and justify which class of algorithms is best suited to tackle the problem. Implement common reinforcement learning algorithms in a high-level programming language Understand concepts and metrics in RL such as regret, sample complexity, computational complexity, empirical performance, convergence, etc. Be familiar with the exploration-exploitation trade-off","The teaching and learning methods used in IKT460 Reinforcement Learning are: \n  \n Combination of lectures, assignments, paper studies, lab, report writing, and self-study. The tasks are done individually or in small groups of 2 students with group supervision. The workload for the average student is approximately 200 hours.","0.8","pass","The workload for the average student is approximately 200 hours, but this claim is not explicitly stated in the 'Teaching And Learning Methods' section.","[]","0.8","pass","The answer provides a clear overview of the teaching and learning methods used in IKT460 Reinforcement Learning, but it would be more informative to include specific examples or details about each method.","[]"
"q012","What are the admission requirements and recommended previous knowledge for IKT204 Data communication?","Admission requires Higher Education Entrance Qualification including mathematics R1 and R2 and physics Fysikk 1, or a pass in the preliminary course examination for engineers. Recommended previous knowledge is basic networking and security understanding such as IKT100-G Network, security, and privacy.","descriptive","medium","IKT204","title, admission_requirement_if_given_as_a_free_standing_course, recommended_previous_knowledge","False","5","Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n Higher Education Entrance Qualification including mathematics R1 and R2 and physics Fysikk 1, or a pass in the preliminary course examination for engineers (which is also offered at University of Agder). \n  \n Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Recommended Previous Knowledge \n  \n Basic networking and security understanding such as IKT100-G Network, security, and privacy. \n  \n Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: Learning Outcomes \n  \n Knowledge: - Have knowledge of the basic principles of data communication systems. - Know the network structures, network components and the most important protocols in an IP based data network Skills: - Understand the principles of how network components and protocols work together to enable data transport and online services. General competence: - Have the necessary foundation to work with problems and challenges in this field. \n  \n Course Title: IKT204 Data communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt204.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Computer Engineering, Bachelor's Programmme Electronics and Electrical Engineering, Bachelor's Programme Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n Admission requirements for the course are the same as for the master’s programme in ICT.","According to the context, the admission requirements for IKT204 Data communication are: \n  \n - Higher Education Entrance Qualification including mathematics R1 and R2 and physics Fysikk 1 \n - or a pass in the preliminary course examination for engineers (which is also offered at University of Agder) \n  \n The recommended previous knowledge for IKT204 Data communication is: \n  \n - Basic networking and security understanding such as IKT100-G Network, security, and privacy.","0.8","fail","The context does not explicitly state that the preliminary course examination for engineers is also offered at University of Agder. The statement seems to be an additional piece of information, but it's not directly related to the admission requirements.","[""or a pass in the preliminary course examination for engineers (which is also offered at University of Agder)""]","0.8","pass","The answer provides the required information, but it could be more detailed and specific. The admission requirements are clearly stated, but the recommended previous knowledge is only briefly mentioned.","[]"
"q013","What are the prerequisites for starting IKT302 Bachelor's Thesis, data?","The student must have passed at least 130 ECTS credits in their study plan by the start of the semester, and the topic and research question must be approved by the course leader for the bachelor thesis.","descriptive","medium","IKT302","title, prerequisites","False","5","Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: Prerequisites \n  \n The student must have passed at least 130 ECTS credits in their study plan by the start of the semester in which the bachelor project is carried out. The topic and research question for the thesis must be approved by the course leader for the bachelor thesis. \n  \n Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: Examination Requirements \n  \n Documentation of participation in at least 5 mandatory supervision meetings. Approved research question. Submission deadlines are given at the start of the semester. \n  \n Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Computer Engineering, Bachelor's Programmme \n  \n Course Title: IKT590 Master's Thesis (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt590.html \n Section: Prerequisites \n  \n In order to start working on the master’s thesis, the students must have passed examinations with no less than 75 ECTS credits in the Master programme at the beginning of the semester when the master’s thesis is to be written. The topic of the master’s thesis has to be approved by the University of Agder. \n  \n Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: Offered As A Free Standing Course \n  \n No","The student must have passed at least 130 ECTS credits in their study plan by the start of the semester in which the bachelor project is carried out. The topic and research question for the thesis must be approved by the course leader for the bachelor thesis.","0.8","pass","The claim that 'the student must have passed at least 75 ECTS credits in their Master programme' is not supported by the context.","[]","0.5","fail","The answer is incomplete and does not provide enough details about the prerequisites. It only mentions two conditions without explaining what they entail.","[""More specific information about the prerequisites for starting IKT302 Bachelor's Thesis, such as the minimum GPA required or the specific courses that need to be completed.""]"
"q014","What are the compulsory requirements for IKT590 Master's Thesis?","There must be 10 compulsory guidance meetings for every student/group, and the thesis press release must be submitted and approved.","descriptive","medium","IKT590","title, examination_requirements","False","5","Course Title: IKT590 Master's Thesis (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt590.html \n Section: Prerequisites \n  \n In order to start working on the master’s thesis, the students must have passed examinations with no less than 75 ECTS credits in the Master programme at the beginning of the semester when the master’s thesis is to be written. The topic of the master’s thesis has to be approved by the University of Agder. \n  \n Course Title: IKT590 Master's Thesis (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt590.html \n Section: Examination Requirements \n  \n For every student/group there will be 10 compulsory guidance meetings. The press-release of the thesis must be submitted and approved. \n  \n Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: Prerequisites \n  \n The student must have passed at least 130 ECTS credits in their study plan by the start of the semester in which the bachelor project is carried out. The topic and research question for the thesis must be approved by the course leader for the bachelor thesis. \n  \n Course Title: IKT302 Bachelor's Thesis, data (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt302.html \n Section: Examination Requirements \n  \n Documentation of participation in at least 5 mandatory supervision meetings. Approved research question. Submission deadlines are given at the start of the semester. \n  \n Course Title: IKT590 Master's Thesis (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt590.html \n Section: Contents \n  \n . A press release that presents the thesis work and the main results is also required. Prototypes and/or other products that are developed for the thesis may be included as part of the hand-ins.","The compulsory requirements for IKT590 Master's Thesis include: \n  \n 1. Passing examinations with no less than 75 ECTS credits in the Master programme at the beginning of the semester when the master’s thesis is to be written. \n 2. The topic of the master’s thesis must be approved by the University of Agder. \n 3. For every student/group, there will be 10 compulsory guidance meetings. \n 4. The press-release of the thesis must be submitted and approved. \n  \n Note that these requirements are mentioned in the ""Examination Requirements"" section of the course description.","0.8","pass","The claim about guidance meetings is not explicitly stated as a requirement in the Examination Requirements section, but rather as a separate note. The context only mentions that documentation of participation in at least 5 mandatory supervision meetings is required for IKT302 Bachelor's Thesis, which might be a similar requirement for IKT590 Master's Thesis.","[""For every student/group, there will be 10 compulsory guidance meetings.""]","0.8","pass","The answer provides the main compulsory requirements for IKT590 Master's Thesis, but lacks a brief explanation of where to find this information (the 'Examination Requirements' section of the course description).","[]"
"q015","Compare the assessment methods of IKT469 Deep Neural Networks and IKT468 Applied Algorithms.","IKT469 uses graded portfolio assessment only, with a postponed exam available for the portfolio. IKT468 uses a portfolio with project assignments worth 60% and a 3-hour written examination worth 40%.","comparison","medium","IKT469, IKT468","title, examinations","False","5","Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Learning Outcomes \n  \n . Diagnose model performance and select suitable architectures for various tasks. Critically assess deep learning systems regarding performance, transparency, and computational trade-offs. \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Learning Outcomes \n  \n . Know how embedding works and how augmented systems combine neural networks with external knowledge sources. Design, implement, and evaluate advanced neural architectures across different data types and modalities. Build multimodal and retrieval-augmented systems using embeddings and external knowledge. Apply explainability methods to analyze and interpret deep learning models. Diagnose model performance and select suitable architectures for various tasks \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence and The Internet of Things, Master's Programme Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Learning Outcomes \n  \n On successful completion of the course, the student should: Understand advanced concepts in deep learning, including why deep models generalize and how modern architectures are designed. Have knowledge of transformer models, multimodal representation learning, generative models, explainability methods, and advanced optimization strategies. Understand state-of-the-art architectures such as sequence models beyond attention and graph neural networks \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Student Evaluation \n  \n The person responsible for the course decides, in cooperation with student representative, the form of student evaluation and whether the course is to have a midway or end of course evaluation in accordance with the quality system for education, chapter 4.1.","The information is not provided in the retrieved context.","0.0","fail","Invalid JSON from judge","[]","0.0","fail","Invalid JSON from judge","[]"
"q016","Which has more ECTS credits: IKT112 Concepts of Machine Learning or IKT215 Pattern Recognition?","IKT215 Pattern Recognition has more credits. IKT112 is 5 ECTS, while IKT215 is 10 ECTS.","comparison","easy","IKT112, IKT215","title, ects_credits","False","5","Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n ECTS Credits: 5.0 \n Responsible Department: Faculty of Engineering and Science \n Course Leader: Rebekka Olsson Omslandseter \n Course Leaders:  \n Lecture Semester: Spring \n Teaching Language: English \n Duration: ½ year \n  \n Course Title: IKT215 Pattern Recognition (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt215.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n Section: Reduction Of Credits \n  \n This course’s contents overlap with the following courses. A reduction of credits will occur if one of these courses is taken in addition: \n  \n Course Title: IKT112 Concepts of Machine Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt112.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT215 Pattern Recognition (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt215.html \n Section: Learning Outcomes \n  \n After completing the course, the student should have practical skills in statistical pattern recognition have practical skills in syntactic pattern recognition be able to solve practical problems using pattern recognition-based tools be able to develop pattern recognition algorithms from publicly available machine learning datasets be able to do basic data analysis and preprocessing of machine learning data","IKT112 Concepts of Machine Learning has 5.0 ECTS credits, while the exact number for IKT215 Pattern Recognition is not provided in the retrieved context.","0.0","fail","The claim that one course has more ECTS credits than the other cannot be determined without knowing the actual credit value of IKT215 Pattern Recognition.","[""The exact number for IKT215 Pattern Recognition is not provided in the retrieved context.""]","0.5","fail","The answer provides the ECTS credits for one course, but not both. It's incomplete and doesn't fully address the question.","[""exact number for IKT215 Pattern Recognition""]"
"q017","Compare the workload of IKT112, IKT215, and IKT469.","IKT112 has approximately 135 hours of workload, while IKT215 and IKT469 each have approximately 200 hours.","comparison","medium","IKT112, IKT215, IKT469","title, teaching_and_learning_methods","False","5","Course Title: IKT520 Security in IoT and Machine-Type Communication (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt520.html \n Section: Teaching And Learning Methods \n  \n The course includes lectures, exercises and compulsory group work including programming tasks. The total expected workload for an average student is approximately 210 hours. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Teaching And Learning Methods \n  \n Lectures, compulsory exercises and assignments, discrete-event simulations and self-study. The workload for the average student is approximately 200 hours. \n  \n Course Title: IKT458 5G and IoT: Advanced (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt458.html \n Section: Teaching And Learning Methods \n  \n No ordinary lectures will be given but teaching activities will be carried out through guided reading, regular tutoring, and group supervision. Students are expected to perform self-study of recommended papers, scenario or problem identification, solution design and analysis, as well as validation via simulations or implementation. The project can be done individually or in small groups of two students. The workload for the average student is approximately 200 hours. \n  \n Course Title: IKT458 5G and IoT: Advanced (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt458.html \n Section: Learning Outcomes \n  \n . be able to identify a research topic and develop solutions to solve the identified problem. be able to analyze and implement the designed solution through theoretical frameworks or hands-on experiments through simulations or real-life implementations. \n  \n Course Title: IKT433 Distributed and Big Data Systems (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt433.html \n Section: Teaching And Learning Methods \n  \n Lectures, compulsory exercises, and self-study. The work load for the average student is approximately 200 hours.","The information is not provided in the retrieved context.","0.0","fail","The required information about IKT112, IKT215, and IKT469 is not provided in the retrieved context.","[""Compare the workload of IKT112, IKT215, and IKT469.""]","0.0","fail","The answer is incomplete as it does not provide any information about the workloads of the given courses.","[""Provide a comparison of the workload of IKT112, IKT215, and IKT469.""]"
"q018","Which course has a larger exam component: IKT112 Concepts of Machine Learning or IKT443 WiFi and Internet of Things?","IKT443 has the larger exam component. Its individual 4-hour written exam counts 75% of the final grade, while IKT112 has a 3-hour written exam worth 50%.","comparison","medium","IKT112, IKT443","title, examinations","False","5","Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Examinations \n  \n Graded assessment including two parts. An individual 4-hour written examination which counts 75% of the final grade and a technical report based on computer simulations which counts 25% of the final grade. Information about the report will be given in Canvas. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence and The Internet of Things, Master's Programme Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Teaching And Learning Methods \n  \n Lectures, compulsory exercises and assignments, discrete-event simulations and self-study. The workload for the average student is approximately 200 hours. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Admission Requirement If Given As A Free Standing Course \n  \n Admission requirements for the course are the same as for the master’s programme in AI and IoT. \n  \n Course Title: IKT443 WiFi and Internet of Things (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt443.html \n Section: Contents \n  \n The main goal of this course is to provide the students with knowledge of the fundamental principles as well as the state-of-the-art technologies within the topics of WiFi networks and various kinds of IoT networks","The information is not provided in the retrieved context.","0.0","fail","No information about exam components for IKT112 Concepts of Machine Learning is available in the context.","[""The information is not provided in the retrieved context.""]","0.0","fail","Answer is too short and does not provide any relevant information to determine which course has a larger exam component.","[""The answer should provide information about the exam components of both courses.""]"
"q019","Compare IKT452 Computer Vision and IKT460 Reinforcement Learning in terms of course content focus.","IKT452 focuses on computer vision topics such as image formation, camera geometry, feature detection, matching, stereo, motion estimation, tracking, scene understanding, and deep neural networks for vision. IKT460 focuses on reinforcement learning topics such as Markov decision processes, bandits, policy iteration, dynamic programming, TD-learning, direct policy search, deep RL, and end-to-end RL pipelines.","comparison","medium","IKT452, IKT460","title, contents","False","5","Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Recommended Previous Knowledge \n  \n IKT213 - Machine Vision \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Learning Outcomes \n  \n methods; Explain object and scene recognition and categorization from images; Identify and use the state-of-the-art deep neural networks for computer vision tasks; Develop the practical skills necessary to design and implement computer vision applications. \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Learning Outcomes \n  \n . Be familiar with the exploration-exploitation trade-off. Be able to distinguish and grasp concepts such as model-based and model-free RL, Policy-based, and Value-based RL. Be able to use RL algorithms on practical problems. \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Teaching And Learning Methods \n  \n The course is organized with a combination of lectures, assignments and projects. The workload for the average student is approximately 200 hours. \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Learning Outcomes \n  \n On successful completion of this course, the student should: Understand the key features of reinforcement learning Be able to distinguish reinforcement learning from other AI and non-interactive machine learning Be able to determine if reinforcement learning is suitable for a given application problem and be able to define it formally using concepts like state space, action space, dynamics, and reward models","Based on the retrieved context, both courses (IKT452 Computer Vision and IKT460 Reinforcement Learning) share a common URL and Course Title. However, there is no direct comparison of their course content focus. \n  \n The only relevant information that can be inferred is that IKT452 Computer Vision focuses on methods for object and scene recognition, deep neural networks, and computer vision applications, while IKT460 Reinforcement Learning focuses on exploration-exploitation trade-off, model-based and model-free RL, policy-based and value-based RL, and practical problem-solving. \n  \n There is no explicit statement comparing the course content focus of both courses. Therefore: \n  \n The information is not provided in the retrieved context.","0.0","fail","Invalid JSON from judge","[]","0.6","pass","The answer provides some relevant information about the course content focus, but it does not directly compare the two courses as requested. It only highlights their respective focuses without making a direct comparison.","[]"
"q020","Which course is most directly focused on deep learning and retrieval-augmented systems?","IKT469 Deep Neural Networks, because it explicitly includes advanced deep learning, transformer models, multimodal learning, embeddings, and retrieval-augmented generation with external knowledge integration.","recommendation","medium","IKT469","title, learning_outcomes, contents","False","5","Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Learning Outcomes \n  \n . Know how embedding works and how augmented systems combine neural networks with external knowledge sources. Design, implement, and evaluate advanced neural architectures across different data types and modalities. Build multimodal and retrieval-augmented systems using embeddings and external knowledge. Apply explainability methods to analyze and interpret deep learning models. Diagnose model performance and select suitable architectures for various tasks \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Learning Outcomes \n  \n . Diagnose model performance and select suitable architectures for various tasks. Critically assess deep learning systems regarding performance, transparency, and computational trade-offs. \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Offered As A Free Standing Course \n  \n Yes, subject to availability. \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: The Course Is Connected To The Following Study Programs \n  \n Artificial Intelligence and The Internet of Things, Master's Programme Artificial Intelligence, 5-year master programme \n  \n Course Title: IKT469 Deep Neural Networks (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt469.html \n Section: Learning Outcomes \n  \n On successful completion of the course, the student should: Understand advanced concepts in deep learning, including why deep models generalize and how modern architectures are designed. Have knowledge of transformer models, multimodal representation learning, generative models, explainability methods, and advanced optimization strategies. Understand state-of-the-art architectures such as sequence models beyond attention and graph neural networks","The information is not provided in the retrieved context.","0.0","fail","No direct mention of retrieval-augmented systems or deep learning specifically focused on this topic","[""The information is not provided in the retrieved context.""]","0.0","fail","Invalid JSON from judge","[]"
"q021","Which course would best fit a student who wants to learn reinforcement learning specifically?","IKT460 Reinforcement Learning.","recommendation","easy","IKT460","title, contents, learning_outcomes","False","5","Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Learning Outcomes \n  \n . In addition, the student should be able to identify and justify which class of algorithms is best suited to tackle the problem. Implement common reinforcement learning algorithms in a high-level programming language Understand concepts and metrics in RL such as regret, sample complexity, computational complexity, empirical performance, convergence, etc. Be familiar with the exploration-exploitation trade-off \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Learning Outcomes \n  \n . Be familiar with the exploration-exploitation trade-off. Be able to distinguish and grasp concepts such as model-based and model-free RL, Policy-based, and Value-based RL. Be able to use RL algorithms on practical problems. \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Learning Outcomes \n  \n On successful completion of this course, the student should: Understand the key features of reinforcement learning Be able to distinguish reinforcement learning from other AI and non-interactive machine learning Be able to determine if reinforcement learning is suitable for a given application problem and be able to define it formally using concepts like state space, action space, dynamics, and reward models \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Contents \n  \n . The students will also learn the theoretical foundation of reinforcement learning and concepts used to improve the performance of reinforcement learning algorithms, including deep neural networks. The course adapts to the state-of-the-art literature and covers theoretical and practical topics of reinforcement learning research. These topics include: Fundamentals of reinforcement learning, including Markov decision processes, model/model-free RL, and function approximation \n  \n Course Title: IKT460 Reinforcement Learning (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt460.html \n Section: Contents \n  \n This course will teach the foundations of applied reinforcement learning and deep reinforcement learning. They will, at course completion, be able to build and train stateof-the-art reinforcement learning algorithms, understand the importance of hyperparameter tuning, and understand when to apply different algorithms","The information is not provided in the retrieved context.","0.0","fail","Invalid JSON from judge","[]","0.0","fail","Invalid JSON from judge","[]"
"q022","Which course is the best match for learning computer vision with hands-on implementation?","IKT452 Computer Vision, because it covers both theoretical and practical aspects of computing with images and includes hands-on experience solving real-life vision problems.","recommendation","medium","IKT452","title, contents, learning_outcomes","False","5","Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Learning Outcomes \n  \n After completion of this course, students will be able to: Recognize and explain both the theoretical and practical aspects of computing with images to relate computer vision to human vision; Describe the foundation of image formation, measurement, and analysis; Discuss the geometric relationships between 2D and 3D computer vision; Select and implement appropriate image matching and alignment methods; Explain object and scene recognition and categorization from images; Identify and use the \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Contents \n  \n . This course provides a comprehensive introduction to computer vision, including fundamentals of image formation, camera imaging geometry, feature detection and matching, stereo, motion estimation and tracking, image classification, scene understanding, and deep neural networks. Students will learn some advanced computer vision concepts and gain hands-on experience to solve real-life vision problems. \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Offered As A Free Standing Course \n  \n Yes, if there are places available \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Recommended Previous Knowledge \n  \n IKT213 - Machine Vision \n  \n Course Title: IKT452 Computer Vision (Spring 2026) \n URL: https://www.uia.no/english/studies/courses/2026/spring/ikt452.html \n Section: Learning Outcomes \n  \n methods; Explain object and scene recognition and categorization from images; Identify and use the state-of-the-art deep neural networks for computer vision tasks; Develop the practical skills necessary to design and implement computer vision applications.","IKT452 Computer Vision (Spring 2026).","1.0","pass","The answer is fully supported by the context as it directly states that students will learn some advanced computer vision concepts and gain hands-on experience to solve real-life vision problems, which aligns with the course description.","[]","0.8","pass","The answer provides a specific course title that matches the question, but it would be more informative to include details about the course content or instructor's expertise in computer vision.","[]"
